Tweets,CleanedTweets,remove_Emojis,remove_nonEnglish,remove_unrelated_chars,remove_stopwords,cleanTweets,polarity,subjectivity,sentiment,neg,neu,pos,compound
"Costa Coffee Logo Hawaiian Shirt And Shorts - EmonShop 😍
 
💰 Only $29.99
 
🌐 Buy Now: https://t.co/UuVYnmD4BR

 #tagotee #tagotee_net #Costa_Coffee https://t.co/nk2URNOs7t","Costa Coffee Logo Hawaiian Shirt And Shorts - EmonShop 😍
 
💰 Only $29.99
 
🌐 Buy Now: 

  _net _Coffee ",Costa Coffee Lo o Hawaiian Shirt And Shorts   EmonShop       Only  29 99     Buy Now      _net _Coffee ,Costa Coffee Lo o Hawaiian Shirt And Shorts   EmonShop       Only        Buy Now      net Coffee ,Costa Coffee Lo o Hawaiian Shirt And Shorts   EmonShop       Only        Buy Now      net Coffee ,Costa Coffee Lo Hawaiian Shirt And Shorts EmonShop Only Buy Now net Coffee,Costa Coffee Lo Hawaiian Shirt And Shorts EmonShop Only Buy Now net Coffee,0.0,0.5,neutral,0.0,1.0,0.0,0.0
"@PellReggie @salltweets You are ignorant if you think only men are violent!
Boardrooms and public places of access such as Costa Coffee or wherever are not in any way comparable ..,,","  You are ignorant if you think only men are violent!
Boardrooms and public places of access such as Costa Coffee or wherever are not in any way comparable ..,,",  You are i norant if you think only men are violent  Boardrooms and public places of access such as Costa Coffee or wherever are not in any way comparable     ,  You are i norant if you think only men are violent  Boardrooms and public places of access such as Costa Coffee or wherever are not in any way comparable     ,  You are i norant if you think only men are violent  Boardrooms and public places of access such as Costa Coffee or wherever are not in any way comparable     ,You norant think men violent Boardrooms public places access Costa Coffee wherever way comparable,You norant think men violent Boardrooms public places access Costa Coffee wherever way comparable,-0.4,0.5333333333333333,negative,0.231,0.769,0.0,-0.5994
"We’re back with an opportunity to win monthly prizes with #TheQuantumWay. We are giving one lucky winner a Costa Coffee Gift Card worth £25!

To win, you must tag us in your May project/installation posts using #TheQuantumWay, and you will be entered into this month's prize draw. https://t.co/RIjEG1kZ7w","We’re back with an opportunity to win monthly prizes with . We are giving one lucky winner a Costa Coffee Gift Card worth £25!

To win, you must tag us in your May project/installation posts using , and you will be entered into this month's prize draw. ",We re back with an opportunity to win monthly prizes with   We are  ivin  one lucky winner a Costa Coffee Gift Card worth  25   To win  you must ta  us in your May project installation posts usin    and you will be entered into this month s prize draw  ,We re back with an opportunity to win monthly prizes with   We are  ivin  one lucky winner a Costa Coffee Gift Card worth     To win  you must ta  us in your May project installation posts usin    and you will be entered into this month s prize draw  ,We re back with an opportunity to win monthly prizes with   We are  ivin  one lucky winner a Costa Coffee Gift Card worth     To win  you must ta  us in your May project installation posts usin    and you will be entered into this month s prize draw  ,We back opportunity win monthly prizes We ivin one lucky winner Costa Coffee Gift Card worth To win must ta us May project installation posts usin entered month prize draw,We back opportunity win monthly prizes We ivin one lucky winner Costa Coffee Gift Card worth To win must ta us May project installation posts usin entered month prize draw,0.44666666666666666,0.3466666666666667,positive,0.0,0.428,0.572,0.9801
@bunnnyjuice Or some delicious Mossy Rock Coffee Costa Rica K-cups 😉, Or some delicious Mossy Rock Coffee Costa Rica K-cups 😉, Or some delicious Mossy Rock Coffee Costa Rica K cups  , Or some delicious Mossy Rock Coffee Costa Rica K cups  , Or some delicious Mossy Rock Coffee Costa Rica K cups  ,Or delicious Mossy Rock Coffee Costa Rica K cups,Or delicious Mossy Rock Coffee Costa Rica K cups,1.0,1.0,positive,0.0,0.654,0.346,0.5719
"@CostaCoffee Hello.
Could you please tell me if there is a complaints procedure for Costa. I am not prepared to believe I have spoken to the manager at one of my local Costa coffee shops.
X"," Hello.
Could you please tell me if there is a complaints procedure for Costa. I am not prepared to believe I have spoken to the manager at one of my local Costa coffee shops.
X", Hello  Could you please tell me if there is a complaints procedure for Costa  I am not prepared to believe I have spoken to the mana er at one of my local Costa coffee shops  X, Hello  Could you please tell me if there is a complaints procedure for Costa  I am not prepared to believe I have spoken to the mana er at one of my local Costa coffee shops  X, Hello  Could you please tell me if there is a complaints procedure for Costa  I am not prepared to believe I have spoken to the mana er at one of my local Costa coffee shops  X,Hello Could please tell complaints procedure Costa I prepared believe I spoken mana er one local Costa coffee shops X,Hello Could please tell complaints procedure Costa I prepared believe I spoken mana er one local Costa coffee shops X,0.0,0.0,positive,0.129,0.67,0.201,0.128
"Take a coffee journey and discover Costa Rica’s most valuable export with one of our barista instructors. Learn the varieties of coffee, ways to prepare to enhance its flavor profile, and sample our favorites beans from the country’s eight coffee regions.
https://t.co/XepN1fimCM https://t.co/z48gXybAPU","Take a coffee journey and discover Costa Rica’s most valuable export with one of our barista instructors. Learn the varieties of coffee, ways to prepare to enhance its flavor profile, and sample our favorites beans from the country’s eight coffee regions.
 ",Take a coffee journey and discover Costa Rica s most valuable export with one of our barista instructors  Learn the varieties of coffee  ways to prepare to enhance its flavor profile  and sample our favorites beans from the country s ei ht coffee re ions   ,Take a coffee journey and discover Costa Rica s most valuable export with one of our barista instructors  Learn the varieties of coffee  ways to prepare to enhance its flavor profile  and sample our favorites beans from the country s ei ht coffee re ions   ,Take a coffee journey and discover Costa Rica s most valuable export with one of our barista instructors  Learn the varieties of coffee  ways to prepare to enhance its flavor profile  and sample our favorites beans from the country s ei ht coffee re ions   ,Take coffee journey discover Costa Rica valuable export one barista instructors Learn varieties coffee ways prepare enhance flavor profile sample favorites beans country ei ht coffee ions,Take coffee journey discover Costa Rica valuable export one barista instructors Learn varieties coffee ways prepare enhance flavor profile sample favorites beans country ei ht coffee ions,0.0,0.0,positive,0.0,0.809,0.191,0.7096
And there better not be one of them Costa coffee machines in there or it's over for them,And there better not be one of them Costa coffee machines in there or it's over for them,And there better not be one of them Costa coffee machines in there or it s over for them,And there better not be one of them Costa coffee machines in there or it s over for them,And there better not be one of them Costa coffee machines in there or it s over for them,And better one Costa coffee machines,And better one Costa coffee machines,0.5,0.5,positive,0.0,0.633,0.367,0.4404
"Thank you notes, Costa Rican coffee, Malaysian tea, and now this beautiful Egyptian papyrus paint 🤍

I feel lucky and grateful for all I have learned and received this semester from my wonderful @gwucolumbian students 🙏 https://t.co/Ge85Cell4M","Thank you notes, Costa Rican coffee, Malaysian tea, and now this beautiful Egyptian papyrus paint 🤍

I feel lucky and grateful for all I have learned and received this semester from my wonderful  students 🙏 ",Thank you notes  Costa Rican coffee  Malaysian tea  and now this beautiful E yptian papyrus paint    I feel lucky and  rateful for all I have learned and received this semester from my wonderful  students   ,Thank you notes  Costa Rican coffee  Malaysian tea  and now this beautiful E yptian papyrus paint    I feel lucky and  rateful for all I have learned and received this semester from my wonderful  students   ,Thank you notes  Costa Rican coffee  Malaysian tea  and now this beautiful E yptian papyrus paint    I feel lucky and  rateful for all I have learned and received this semester from my wonderful  students   ,Thank notes Costa Rican coffee Malaysian tea beautiful E yptian papyrus paint I feel lucky rateful I learned received semester wonderful students,Thank notes Costa Rican coffee Malaysian tea beautiful E yptian papyrus paint I feel lucky rateful I learned received semester wonderful students,0.7277777777777779,0.9444444444444445,positive,0.0,0.538,0.462,0.9169
"Summer has arrived at Costa Coffee with their new whipped coffee range. Choose from Caramel, Vanilla and Chocolate 🧡💛🤎

Visit Costa Coffee on the upper floor in Grand Arcade 😃

#CostaCoffee #summer #coffeetime #grandarcade #grandarcadewigan #wigan https://t.co/0xMGMnTdHq","Summer has arrived at Costa Coffee with their new whipped coffee range. Choose from Caramel, Vanilla and Chocolate 🧡💛🤎

Visit Costa Coffee on the upper floor in Grand Arcade 😃

      ",Summer has arrived at Costa Coffee with their new whipped coffee ran e  Choose from Caramel  Vanilla and Chocolate      Visit Costa Coffee on the upper floor in Grand Arcade          ,Summer has arrived at Costa Coffee with their new whipped coffee ran e  Choose from Caramel  Vanilla and Chocolate      Visit Costa Coffee on the upper floor in Grand Arcade          ,Summer has arrived at Costa Coffee with their new whipped coffee ran e  Choose from Caramel  Vanilla and Chocolate      Visit Costa Coffee on the upper floor in Grand Arcade          ,Summer arrived Costa Coffee new whipped coffee ran e Choose Caramel Vanilla Chocolate Visit Costa Coffee upper floor Grand Arcade,Summer arrived Costa Coffee new whipped coffee ran e Choose Caramel Vanilla Chocolate Visit Costa Coffee upper floor Grand Arcade,0.21212121212121213,0.48484848484848486,positive,0.0,0.857,0.143,0.4588
"@OliLondonTV @StarbucksUK To say the least. We never know how one wants to be treat like, better find a educated non-violent-non-screaming way of telling, right? @StarbucksUK maybe we should just stop drinking coffee there, Costa and pret-a-manger is nearby.","  To say the least. We never know how one wants to be treat like, better find a educated non-violent-non-screaming way of telling, right?  maybe we should just stop drinking coffee there, Costa and pret-a-manger is nearby.",  To say the least  We never know how one wants to be treat like  better find a educated non violent non screamin  way of tellin   ri ht   maybe we should just stop drinkin  coffee there  Costa and pret a man er is nearby ,  To say the least  We never know how one wants to be treat like  better find a educated non violent non screamin  way of tellin   ri ht   maybe we should just stop drinkin  coffee there  Costa and pret a man er is nearby ,  To say the least  We never know how one wants to be treat like  better find a educated non violent non screamin  way of tellin   ri ht   maybe we should just stop drinkin  coffee there  Costa and pret a man er is nearby ,To say least We never know one wants treat like better find educated non violent non screamin way tellin ri ht maybe stop drinkin coffee Costa pret man er nearby,To say least We never know one wants treat like better find educated non violent non screamin way tellin ri ht maybe stop drinkin coffee Costa pret man er nearby,-0.1,0.5,positive,0.156,0.638,0.207,0.25
"@corporal_frank Costa Rica, superb wild life and coffee"," Costa Rica, superb wild life and coffee", Costa Rica  superb wild life and coffee, Costa Rica  superb wild life and coffee, Costa Rica  superb wild life and coffee,Costa Rica superb wild life coffee,Costa Rica superb wild life coffee,0.55,0.7,positive,0.0,0.549,0.451,0.6249
"Ripening coffee cherries in the Tarrazú growing region of Costa Rica, origin of our Guanacaste Core Coffee.

We're proud to offer Guanacaste in-store now at RPM-SC, CTI-NJ, Green Room, and the Annex! Hit the link to learn more.
https://t.co/GTJLGOnarA https://t.co/czD4JF9Pfj","Ripening coffee cherries in the Tarrazú growing region of Costa Rica, origin of our Guanacaste Core Coffee.

We're proud to offer Guanacaste in-store now at RPM-SC, CTI-NJ, Green Room, and the Annex! Hit the link to learn more.
 ",Ripenin  coffee cherries in the Tarrazú  rowin  re ion of Costa Rica  ori in of our Guanacaste Core Coffee   We re proud to offer Guanacaste in store now at RPM SC  CTI NJ  Green Room  and the Annex  Hit the link to learn more   ,Ripenin  coffee cherries in the Tarraz  rowin  re ion of Costa Rica  ori in of our Guanacaste Core Coffee   We re proud to offer Guanacaste in store now at RPM SC  CTI NJ  Green Room  and the Annex  Hit the link to learn more   ,Ripenin  coffee cherries in the Tarraz  rowin  re ion of Costa Rica  ori in of our Guanacaste Core Coffee   We re proud to offer Guanacaste in store now at RPM SC  CTI NJ  Green Room  and the Annex  Hit the link to learn more   ,Ripenin coffee cherries Tarraz rowin ion Costa Rica ori Guanacaste Core Coffee We proud offer Guanacaste store RPM SC CTI NJ Green Room Annex Hit link learn,Ripenin coffee cherries Tarraz rowin ion Costa Rica ori Guanacaste Core Coffee We proud offer Guanacaste store RPM SC CTI NJ Green Room Annex Hit link learn,0.30000000000000004,0.65,positive,0.0,0.893,0.107,0.4767
"Forgotten just how nice Costa soya mocha coffee with tiffin is. Well, it's almost my birthday so why the heck not?!","Forgotten just how nice Costa soya mocha coffee with tiffin is. Well, it's almost my birthday so why the heck not?!",For otten just how nice Costa soya mocha coffee with tiffin is  Well  it s almost my birthday so why the heck not  ,For otten just how nice Costa soya mocha coffee with tiffin is  Well  it s almost my birthday so why the heck not  ,For otten just how nice Costa soya mocha coffee with tiffin is  Well  it s almost my birthday so why the heck not  ,For otten nice Costa soya mocha coffee tiffin Well almost birthday heck,For otten nice Costa soya mocha coffee tiffin Well almost birthday heck,0.6,1.0,positive,0.0,0.671,0.329,0.5994
"Get a quote for Police Mutual Car Insurance by 31 May 2023 and you can grab a treat on us. Choose a £5 e-gift card from one of Sainsbury’s, Greggs or Costa Coffee. 
Find out more: https://t.co/EuY0tJv5ZJ https://t.co/kSuHfiUirm","Get a quote for Police Mutual Car Insurance by 31 May 2023 and you can grab a treat on us. Choose a £5 e-gift card from one of Sainsbury’s, Greggs or Costa Coffee. 
Find out more:  ",Get a quote for Police Mutual Car Insurance by 31 May 2023 and you can  rab a treat on us  Choose a  5 e  ift card from one of Sainsbury s  Gre  s or Costa Coffee   Find out more   ,Get a quote for Police Mutual Car Insurance by  May  and you can  rab a treat on us  Choose a   e  ift card from one of Sainsbury s  Gre  s or Costa Coffee   Find out more   ,Get a quote for Police Mutual Car Insurance by  May  and you can  rab a treat on us  Choose a   e  ift card from one of Sainsbury s  Gre  s or Costa Coffee   Find out more   ,Get quote Police Mutual Car Insurance May rab treat us Choose e ift card one Sainsbury Gre Costa Coffee Find,Get quote Police Mutual Car Insurance May rab treat us Choose e ift card one Sainsbury Gre Costa Coffee Find,0.0,0.0,positive,0.0,0.87,0.13,0.4019
@LolaGanzarolli @MartinDaubney @StarbucksUK Starbucks coffee is awful as is costa and Nero. Prefer smaller coffee shops that sell good coffee,   Starbucks coffee is awful as is costa and Nero. Prefer smaller coffee shops that sell good coffee,   Starbucks coffee is awful as is costa and Nero  Prefer smaller coffee shops that sell  ood coffee,   Starbucks coffee is awful as is costa and Nero  Prefer smaller coffee shops that sell  ood coffee,   Starbucks coffee is awful as is costa and Nero  Prefer smaller coffee shops that sell  ood coffee,Starbucks coffee awful costa Nero Prefer smaller coffee shops sell ood coffee,Starbucks coffee awful costa Nero Prefer smaller coffee shops sell ood coffee,-0.5,0.75,negative,0.214,0.786,0.0,-0.4588
Cant wait to land in birmingham and buy an overpriced coffee at the airport costa like i feel like that'd just make me happier in so many ways rn,Cant wait to land in birmingham and buy an overpriced coffee at the airport costa like i feel like that'd just make me happier in so many ways rn,Cant wait to land in birmin ham and buy an overpriced coffee at the airport costa like i feel like that d just make me happier in so many ways rn,Cant wait to land in birmin ham and buy an overpriced coffee at the airport costa like i feel like that d just make me happier in so many ways rn,Cant wait to land in birmin ham and buy an overpriced coffee at the airport costa like i feel like that d just make me happier in so many ways rn,Cant wait land birmin ham buy overpriced coffee airport costa like feel like make happier many ways rn,Cant wait land birmin ham buy overpriced coffee airport costa like feel like make happier many ways rn,0.5,0.5,positive,0.0,0.641,0.359,0.8126
"@crimlawuk Well,
Lobby government instead of sycophantic social media.

Government manage funding the services of the country, not the King, whose coronation cost us all less than a medium latte at Costa Coffee.
😂

Stop moaning and get back to CrimLaw. No crime here…!!"," Well,
Lobby government instead of sycophantic social media.

Government manage funding the services of the country, not the King, whose coronation cost us all less than a medium latte at Costa Coffee.
😂

Stop moaning and get back to CrimLaw. No crime here…!!", Well  Lobby  overnment instead of sycophantic social media   Government mana e fundin  the services of the country  not the Kin   whose coronation cost us all less than a medium latte at Costa Coffee     Stop moanin  and  et back to CrimLaw  No crime here   , Well  Lobby  overnment instead of sycophantic social media   Government mana e fundin  the services of the country  not the Kin   whose coronation cost us all less than a medium latte at Costa Coffee     Stop moanin  and  et back to CrimLaw  No crime here   , Well  Lobby  overnment instead of sycophantic social media   Government mana e fundin  the services of the country  not the Kin   whose coronation cost us all less than a medium latte at Costa Coffee     Stop moanin  and  et back to CrimLaw  No crime here   ,Well Lobby overnment instead sycophantic social media Government mana e fundin services country Kin whose coronation cost us less medium latte Costa Coffee Stop moanin et back CrimLaw No crime,Well Lobby overnment instead sycophantic social media Government mana e fundin services country Kin whose coronation cost us less medium latte Costa Coffee Stop moanin et back CrimLaw No crime,-0.044444444444444446,0.044444444444444446,negative,0.225,0.684,0.091,-0.6908
"Day 4️⃣&amp;5️⃣ in Paradise! Our group experienced Selvatura Park Cloud Forest, the Treetop Walkway Suspension Bridge, the Carribean Sloth Sanctuary, the Butterfly Gardens, &amp; the Don Juan Coffee Tour, where they experienced firsthand the tradition that is growing coffee in Costa Rica☕ https://t.co/u8wRYMx8MG","Day 4️⃣&amp;5️⃣ in Paradise! Our group experienced Selvatura Park Cloud Forest, the Treetop Walkway Suspension Bridge, the Carribean Sloth Sanctuary, the Butterfly Gardens, &amp; the Don Juan Coffee Tour, where they experienced firsthand the tradition that is growing coffee in Costa Rica☕ ",Day 4   amp 5   in Paradise  Our  roup experienced Selvatura Park Cloud Forest  the Treetop Walkway Suspension Brid e  the Carribean Sloth Sanctuary  the Butterfly Gardens   amp  the Don Juan Coffee Tour  where they experienced firsthand the tradition that is  rowin  coffee in Costa Rica  ,Day    amp    in Paradise  Our  roup experienced Selvatura Park Cloud Forest  the Treetop Walkway Suspension Brid e  the Carribean Sloth Sanctuary  the Butterfly Gardens   amp  the Don Juan Coffee Tour  where they experienced firsthand the tradition that is  rowin  coffee in Costa Rica  ,Day    amp    in Paradise  Our  roup experienced Selvatura Park Cloud Forest  the Treetop Walkway Suspension Brid e  the Carribean Sloth Sanctuary  the Butterfly Gardens   amp  the Don Juan Coffee Tour  where they experienced firsthand the tradition that is  rowin  coffee in Costa Rica  ,Day amp Paradise Our roup experienced Selvatura Park Cloud Forest Treetop Walkway Suspension Brid e Carribean Sloth Sanctuary Butterfly Gardens amp Don Juan Coffee Tour experienced firsthand tradition rowin coffee Costa Rica,Day amp Paradise Our roup experienced Selvatura Park Cloud Forest Treetop Walkway Suspension Brid e Carribean Sloth Sanctuary Butterfly Gardens amp Don Juan Coffee Tour experienced firsthand tradition rowin coffee Costa Rica,0.8,0.9,positive,0.0,0.877,0.123,0.6369
@Rainbow1Poppins my actual lastname is costa so it always tricks me remembering that it's a whole coffee chain, my actual lastname is costa so it always tricks me remembering that it's a whole coffee chain, my actual lastname is costa so it always tricks me rememberin  that it s a whole coffee chain, my actual lastname is costa so it always tricks me rememberin  that it s a whole coffee chain, my actual lastname is costa so it always tricks me rememberin  that it s a whole coffee chain,actual lastname costa always tricks rememberin whole coffee chain,actual lastname costa always tricks rememberin whole coffee chain,0.1,0.25,negative,0.158,0.842,0.0,-0.128
"https://t.co/PCjx24kafA
10 costas creaming money in new delhi .bbc do a pod cast please .","
10 costas creaming money in new delhi .bbc do a pod cast please .", 10 costas creamin  money in new delhi  bbc do a pod cast please  ,  costas creamin  money in new delhi  bbc do a pod cast please  ,  costas creamin  money in new delhi  bbc do a pod cast please  ,costas creamin money new delhi bbc pod cast please,costas creamin money new delhi bbc pod cast please,0.13636363636363635,0.45454545454545453,positive,0.0,0.777,0.223,0.3182
"@ParrotKeith every office worker thinks woo, a bank holiday, great, i'll go to the open supermarket or get a costa coffee or maybe a mcdonalds without realising that people have to be in work to serve them"," every office worker thinks woo, a bank holiday, great, i'll go to the open supermarket or get a costa coffee or maybe a mcdonalds without realising that people have to be in work to serve them", every office worker thinks woo  a bank holiday   reat  i ll  o to the open supermarket or  et a costa coffee or maybe a mcdonalds without realisin  that people have to be in work to serve them, every office worker thinks woo  a bank holiday   reat  i ll  o to the open supermarket or  et a costa coffee or maybe a mcdonalds without realisin  that people have to be in work to serve them, every office worker thinks woo  a bank holiday   reat  i ll  o to the open supermarket or  et a costa coffee or maybe a mcdonalds without realisin  that people have to be in work to serve them,every office worker thinks woo bank holiday reat open supermarket et costa coffee maybe mcdonalds without realisin people work serve,every office worker thinks woo bank holiday reat open supermarket et costa coffee maybe mcdonalds without realisin people work serve,0.0,0.5,positive,0.0,0.756,0.244,0.7003
"@CrownMaybe I suspect a lot of it is nepotism (Alberta), and unscrupulous climbers who found it easier to break into journalism via conservative publications (Costa, Swift etc) instead of being one of 30 generic aspiring journos clawing for a spot to fetch coffee at a mainstream outlet."," I suspect a lot of it is nepotism (Alberta), and unscrupulous climbers who found it easier to break into journalism via conservative publications (Costa, Swift etc) instead of being one of 30 generic aspiring journos clawing for a spot to fetch coffee at a mainstream outlet.", I suspect a lot of it is nepotism  Alberta   and unscrupulous climbers who found it easier to break into journalism via conservative publications  Costa  Swift etc  instead of bein  one of 30  eneric aspirin  journos clawin  for a spot to fetch coffee at a mainstream outlet , I suspect a lot of it is nepotism  Alberta   and unscrupulous climbers who found it easier to break into journalism via conservative publications  Costa  Swift etc  instead of bein  one of   eneric aspirin  journos clawin  for a spot to fetch coffee at a mainstream outlet , I suspect a lot of it is nepotism  Alberta   and unscrupulous climbers who found it easier to break into journalism via conservative publications  Costa  Swift etc  instead of bein  one of   eneric aspirin  journos clawin  for a spot to fetch coffee at a mainstream outlet ,I suspect lot nepotism Alberta unscrupulous climbers found easier break journalism via conservative publications Costa Swift etc instead bein one eneric aspirin journos clawin spot fetch coffee mainstream outlet,I suspect lot nepotism Alberta unscrupulous climbers found easier break journalism via conservative publications Costa Swift etc instead bein one eneric aspirin journos clawin spot fetch coffee mainstream outlet,0.0,0.0,positive,0.069,0.786,0.145,0.34
Midday snack at Costa Coffee in Yate ☕️ 😋  #Coffee #flatwhite #HotChocolate #toastedteacakes https://t.co/0zBaIQi3ae,Midday snack at Costa Coffee in Yate ☕️ 😋      ,Midday snack at Costa Coffee in Yate           ,Midday snack at Costa Coffee in Yate           ,Midday snack at Costa Coffee in Yate           ,Midday snack Costa Coffee Yate,Midday snack Costa Coffee Yate,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Use the Costa app like me and get 1 bean to start, then 5 more with your first purchase of a Costa handcrafted drink. That’s halfway towards a free one. https://t.co/FNJopwzlJ0","Use the Costa app like me and get 1 bean to start, then 5 more with your first purchase of a Costa handcrafted drink. That’s halfway towards a free one. ",Use the Costa app like me and  et 1 bean to start  then 5 more with your first purchase of a Costa handcrafted drink  That s halfway towards a free one  ,Use the Costa app like me and  et  bean to start  then  more with your first purchase of a Costa handcrafted drink  That s halfway towards a free one  ,Use the Costa app like me and  et  bean to start  then  more with your first purchase of a Costa handcrafted drink  That s halfway towards a free one  ,Use Costa app like et bean start first purchase Costa handcrafted drink That halfway towards free one,Use Costa app like et bean start first purchase Costa handcrafted drink That halfway towards free one,0.325,0.5666666666666667,positive,0.0,0.721,0.279,0.7003
"The worst thing to ever happen to me, was to move near a costa drive thru. Just took my son to nursery, I’ll get a latte, got to do some errands, I’ll get a coffee. It’s like my car goes there automatically now.","The worst thing to ever happen to me, was to move near a costa drive thru. Just took my son to nursery, I’ll get a latte, got to do some errands, I’ll get a coffee. It’s like my car goes there automatically now.",The worst thin  to ever happen to me  was to move near a costa drive thru  Just took my son to nursery  I ll  et a latte   ot to do some errands  I ll  et a coffee  It s like my car  oes there automatically now ,The worst thin  to ever happen to me  was to move near a costa drive thru  Just took my son to nursery  I ll  et a latte   ot to do some errands  I ll  et a coffee  It s like my car  oes there automatically now ,The worst thin  to ever happen to me  was to move near a costa drive thru  Just took my son to nursery  I ll  et a latte   ot to do some errands  I ll  et a coffee  It s like my car  oes there automatically now ,The worst thin ever happen move near costa drive thru Just took son nursery I et latte ot errands I et coffee It like car oes automatically,The worst thin ever happen move near costa drive thru Just took son nursery I et latte ot errands I et coffee It like car oes automatically,-0.4333333333333333,0.75,negative,0.139,0.777,0.084,-0.3818
"@CostaCoffee my daughter just placed an order on the app, only to arrive at the Costa Coffee shop and it’s closed. How does she get her money back and how was she able to place an order when the shop is closed?"," my daughter just placed an order on the app, only to arrive at the Costa Coffee shop and it’s closed. How does she get her money back and how was she able to place an order when the shop is closed?", my dau hter just placed an order on the app  only to arrive at the Costa Coffee shop and it s closed  How does she  et her money back and how was she able to place an order when the shop is closed , my dau hter just placed an order on the app  only to arrive at the Costa Coffee shop and it s closed  How does she  et her money back and how was she able to place an order when the shop is closed , my dau hter just placed an order on the app  only to arrive at the Costa Coffee shop and it s closed  How does she  et her money back and how was she able to place an order when the shop is closed ,dau hter placed order app arrive Costa Coffee shop closed How et money back able place order shop closed,dau hter placed order app arrive Costa Coffee shop closed How et money back able place order shop closed,0.07500000000000001,0.20625,neutral,0.0,1.0,0.0,0.0
"Summer has arrived at Costa Coffee with our new whipped coffee range. Choose from Caramel, Vanilla and Chocolate 🧡💛🤎

#costa #costacoffee https://t.co/rcfNVWck7H","Summer has arrived at Costa Coffee with our new whipped coffee range. Choose from Caramel, Vanilla and Chocolate 🧡💛🤎

  ",Summer has arrived at Costa Coffee with our new whipped coffee ran e  Choose from Caramel  Vanilla and Chocolate        ,Summer has arrived at Costa Coffee with our new whipped coffee ran e  Choose from Caramel  Vanilla and Chocolate        ,Summer has arrived at Costa Coffee with our new whipped coffee ran e  Choose from Caramel  Vanilla and Chocolate        ,Summer arrived Costa Coffee new whipped coffee ran e Choose Caramel Vanilla Chocolate,Summer arrived Costa Coffee new whipped coffee ran e Choose Caramel Vanilla Chocolate,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
@RishiSunak My local pharmacy was just replaced with a Costa coffee shop 🥴, My local pharmacy was just replaced with a Costa coffee shop 🥴, My local pharmacy was just replaced with a Costa coffee shop  , My local pharmacy was just replaced with a Costa coffee shop  , My local pharmacy was just replaced with a Costa coffee shop  ,My local pharmacy replaced Costa coffee shop,My local pharmacy replaced Costa coffee shop,0.0,0.0,neutral,0.0,1.0,0.0,0.0
First day back after the Bank Holiday weekend calls for an iced coffee from Costa...☕ https://t.co/uSMS2LjydG,First day back after the Bank Holiday weekend calls for an iced coffee from Costa...☕ ,First day back after the Bank Holiday weekend calls for an iced coffee from Costa     ,First day back after the Bank Holiday weekend calls for an iced coffee from Costa     ,First day back after the Bank Holiday weekend calls for an iced coffee from Costa     ,First day back Bank Holiday weekend calls iced coffee Costa,First day back Bank Holiday weekend calls iced coffee Costa,0.125,0.16666666666666666,positive,0.0,0.769,0.231,0.4019
"Coffee shop ranking :

1. Costa 
2. Nero 
3. Starbucks 
4. Pret 

Prove me otherwise 

#Coffee #overpricedtreats","Coffee shop ranking :

1. Costa 
2. Nero 
3. Starbucks 
4. Pret 

Prove me otherwise 

 ",Coffee shop rankin     1  Costa  2  Nero  3  Starbucks  4  Pret   Prove me otherwise    ,Coffee shop rankin       Costa    Nero    Starbucks    Pret   Prove me otherwise    ,Coffee shop rankin       Costa    Nero    Starbucks    Pret   Prove me otherwise    ,Coffee shop rankin Costa Nero Starbucks Pret Prove otherwise,Coffee shop rankin Costa Nero Starbucks Pret Prove otherwise,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Next Harlesden &amp; Kensal Green Police Contact Point COSTA COFFEE Harlesden 12 noon 11/05/2023. Come down and see us https://t.co/1hgwGJxFYK,Next Harlesden &amp; Kensal Green Police Contact Point COSTA COFFEE Harlesden 12 noon 11/05/2023. Come down and see us ,Next Harlesden  amp  Kensal Green Police Contact Point COSTA COFFEE Harlesden 12 noon 11 05 2023  Come down and see us ,Next Harlesden  amp  Kensal Green Police Contact Point COSTA COFFEE Harlesden  noon     Come down and see us ,Next Harlesden  amp  Kensal Green Police Contact Point COSTA COFFEE Harlesden  noon     Come down and see us ,Next Harlesden amp Kensal Green Police Contact Point COSTA COFFEE Harlesden noon Come see us,Next Harlesden amp Kensal Green Police Contact Point COSTA COFFEE Harlesden noon Come see us,-0.1,0.15,neutral,0.0,1.0,0.0,0.0
"Summer has arrived at Costa Coffee with our new whipped coffee range. Choose from Caramel, Vanilla and Chocolate 🧡💛🤎

#costacoffee #costa https://t.co/PAddUPTJYh","Summer has arrived at Costa Coffee with our new whipped coffee range. Choose from Caramel, Vanilla and Chocolate 🧡💛🤎

  ",Summer has arrived at Costa Coffee with our new whipped coffee ran e  Choose from Caramel  Vanilla and Chocolate        ,Summer has arrived at Costa Coffee with our new whipped coffee ran e  Choose from Caramel  Vanilla and Chocolate        ,Summer has arrived at Costa Coffee with our new whipped coffee ran e  Choose from Caramel  Vanilla and Chocolate        ,Summer arrived Costa Coffee new whipped coffee ran e Choose Caramel Vanilla Chocolate,Summer arrived Costa Coffee new whipped coffee ran e Choose Caramel Vanilla Chocolate,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
